품명,한글명,포장단위(규격), 금액(US$),제조국,전문/일반
BONVIVA F.C. TAB.150MG,본비바정150밀리그램,1TAB/1PTP/PACK,"  1,745,798 ",SWITZERLAND,전문
BONVIVA INJ.,본비바주,3ML/1SYRINGE/PACK,"  3,339,560 ",SWITZERLAND,전문
BOOSTRIX PREFILLED SYRINGE,부스트릭스프리필드시린지,0.5ML/10PFS/PACK,"  4,511,092 ",BELGIUM,전문
BOOSTRIX PREFILLED SYRINGE,부스트릭스프리필드시린지,0.5ML/1PFS/PACK,"  1,172,436 ",BELGIUM,전문
BOTOX INJ (CLOSTRIDIUM BOT ULINUM TO XIN TYPE A),보톡스주,100UNIT/1VIAL/PACK,"  2,758,423 ",IRELAND,전문
BOTOX INJ 50 UNIT (CLOSTRIDIUM BOTULINUM TO XIN TYPE A),보톡스주50단위,50UNIT/1VIAL/PACK,"  2,458,780 ",IRELAND,전문
BREDININ TABLET 50MG,브레디닌정50밀리그램,10TAB/10PTP/BOX,"  538,124 ",JAPAN,전문
BRENZYS 50MG PFS,브렌시스50밀리그램프리필드시린지,50MG/4PFS/CARTON,"  220,478 ",KOREA,전문
BRIDION INJ,브리디온주,2ML/10VIAL/PACK,"  2,627,626 ",NETHERLANDS,전문
BRILINTA TABLETS 60MG,브릴린타정60밀리그램,10TAB/6PTP/PACK,"  67,346 ",SWEDEN,전문
BRILINTA TABLETS 90MG,브릴린타정90밀리그램,14TAB/4PTP/PACK,"  2,830,793 ",SWEDEN,전문
BRINTELLIX TABLET 10MG,브린텔릭스정10밀리그램,14TAB/2PTP/PACK,"  1,683,624 ",DENMARK,전문
BRINTELLIX TABLET 20MG,브린텔릭스정20밀리그램,14TAB/2PTP/PACK,"  663,955 ",DENMARK,전문
BRINTELLIX TABLET 5MG,브린텔릭스정5밀리그램,14TAB/2PTP/PACK,"  720,489 ",DENMARK,전문
BSS PLUS SOLUTION,비에스에스플러스(BSSPLUS)액,(480ML/BOTTLE)+(20ML/VIAL)/PACK,"  921,044 ",USA,전문
BSS SOLUTION 15ML,비에스에스액15밀리리터,15ML/1BOTTLE/PACK,"  38,248 ",BELGIUM,전문
BSS SOLUTION PLASTIC BAG TYPE,비에스에스액플라스틱백타입,500ML/BAG,"  373,444 ",CANADA,전문
BSS SOLUTION,비에스에스액,500ML/1BOTTLE/PACK,"  350,595 ",USA,전문
BUPHENYL TABLET 500 MG,부페닐정500밀리그램,250TAB/BOTTLE,"  165,000 ",USA,전문
BUSULFEX INJECTION(VIAL)(BUSULFAN),부설펙스주(바이알)(부설판),10ML/8VIAL/PACK,"  1,489,880 ",JAPAN,전문
BYETTA PEN INJ 10MCG,바이에타펜주10마이크로그램,1SYRINGE/PACK,"  15,624 ",U.K,전문
BYETTA PEN INJ 5MCG,바이에타펜주5마이크로그램,1SYRINGE/PACK,"  13,104 ",U.K,전문
CADUET TABLET 10MG/20MG,카듀엣정10/20밀리그램,30TAB/BOTTLE,"  153,615 ",USA,전문
CADUET TABLET 5MG/10MG,카듀엣정5mg/10mg,30TAB/BOTTLE,"  4,559,875 ",USA,전문
CADUET TABLET 5MG/20MG,카듀엣정5mg/20mg,30TAB/BOTTLE,"  876,178 ",USA,전문
CADUET TABLET 5MG/40MG,카듀엣정5mg/40mg,30TAB/BOTTLE,"  181,020 ",USA,전문
CAELYX INJ,케릭스주사,10ML/1VIAL/PACK,"  2,024,434 ",BELGIUM,전문
CAELYX INJ,케릭스주사,25ML/VIAL/PACK,"  277,469 ",BELGIUM,전문
CALDOLOR INJECTION(IBUPROFEN),칼도롤주사액,4ML/10VIAL/PACK,"  496,650 ",USA,전문
CALDOLOR INJECTION(IBUPROFEN),칼도롤주사액,4ML/1VIAL/PACK,"  794,811 ",USA,전문
CALDOLOR INJECTION(IBUPROFEN),칼도롤주사액,8ML/1VIAL/PACK,"  309,990 ",USA,전문
CANCIDAS INJ 70MG,칸시다스주70밀리그램,10ML/1VIAL/PACK,"  456,083 ",USA,전문
CANCIDAS INJ. 50MG,칸시다스주50밀리그램,50MG/VIAL/PACK,"  4,027,366 ",U.K,전문
CAPD 17 BALANCE PD SOLUTION,씨에이피디17밸런스복강투석액,2000ML/4BAG/BOX,"  373,547 ",GERMANY,전문
CAPD 18 BALANCE PD SOLUTION,씨에이피디18밸런스복강투석액,2000ML/4BAG/BOX,"  18,833 ",GERMANY,전문
CAPD 19 BALANCE PD SOLUTION,씨에이피디19밸런스복강투석액,2000ML/4BAG/BOX,"  144,890 ",GERMANY,전문
CAPD 2 BALANCE PD SOLUTION,씨에이피디2밸런스복강투석액,1500ML/6BAG/BOX,"  564,553 ",GERMANY,전문
CAPD 2 BALANCE PD SOLUTION,씨에이피디2밸런스복강투석액,2000ML/4BAG/BOX,"  8,992,535 ",GERMANY,전문
CAPD 2 BALANCE PD SOLUTION,씨에이피디2밸런스복강투석액,2500ML/4BAG/BOX,"  144,344 ",GERMANY,전문
CAPD 2 BALANCE PD SOLUTION,씨에이피디2밸런스복강투석액,3000ML/4BAG/BOX,"  1,798,806 ",GERMANY,전문
CAPD 3 BALANCE PD SOLUTION,씨에이피디3밸런스복강투석액,1500ML/6BAG/BOX,"  39,181 ",GERMANY,전문
CAPD 3 BALANCE PD SOLUTION,씨에이피디3밸런스복강투석액,2000ML/4BAG/BOX,"  752,550 ",GERMANY,전문
CAPD 3 BALANCE PD SOLUTION,씨에이피디3밸런스복강투석액,2500ML/4BAG/BOX,"  18,094 ",GERMANY,전문
CAPD 3 BALANCE PD SOLUTION,씨에이피디3밸런스복강투석액,3000ML/4BAG/BOX,"  80,940 ",GERMANY,전문
CAPD 4 BALANCE PD SOLUTION,씨에이피디4밸런스복강투석액,1500ML/6BAG/BOX,"  101,701 ",GERMANY,전문
CAPD 4 BALANCE PD SOLUTION,씨에이피디4밸런스복강투석액,2000ML/4BAG/BOX,"  3,535,987 ",GERMANY,전문
CAPD 4 BALANCE PD SOLUTION,씨에이피디4밸런스복강투석액,2500ML/4BAG/BOX,"  63,593 ",GERMANY,전문
CAPD 4 BALANCE PD SOLUTION,씨에이피디4밸런스복강투석액,3000ML/4BAG/BOX,"  654,539 ",GERMANY,전문
CAPRELSA TAB. 100MG,카프렐사정100밀리그램,30TAB/1PTP/PACK,"  367,426 ",SWEDEN,전문
CAPRELSA TAB. 300MG,카프렐사정300밀리그램,30TAB/1PTP/PACK,"  867,695 ",SWEDEN,전문
CAPSION CAPSULE(131I),캡션치료용캡슐,100MCI/PACK,"  1,286 ",FRANCE,전문
CAPSION CAPSULE(131I),캡션치료용캡슐,30MCI/PACK,"  1,871 ",FRANCE,전문
CAPSION CAPSULE(131I),캡션치료용캡슐,50MCI/PACK,"  5,012 ",FRANCE,전문
CAPSION CAPSULE(131I),캡션치료용캡슐,80MCI/PACK,  200 ,FRANCE,전문
CARBAGLU TAB. 200MG,카바글루확산정200밀리그램,5TAB/BOTTLE,"  5,880 ",FRANCE,전문
CARBAGLU TAB. 200MG,카바글루확산정200밀리그램,60TAB/BOTTLE,"  134,315 ",FRANCE,전문
CARBOSIN INJ,카보신주사,45ML/1VIAL/PACK,"  25,222 ",NETHERLANDS,전문
CARBOSIN INJ,카보신주사,5ML/1VIAL/PACK,"  7,466 ",NETHERLANDS,전문
CARDIOLITE,카디올라이트,5VIAL/KIT,"  87,200 ",PUERTO RICO,전문
CARDIOXANE INJ.500MG(DEXRAZOXANE),카디옥산주500밀리그램,500MG/VIAL,"  1,264,438 ",U.K,전문
CARDURA XL TAB 4MG,카두라엑스엘서방정4mg,10TAB/10PTP/CARTON,"  4,143,433 ",CHINA,전문
CARNACULIN TAB.,카나쿨린정,10TAB/10PTP/BOX,"  202,550 ",JAPAN,전문
CASODEX TABLETS,카소덱스정,14TAB/2PTP/PACK,"  3,959,844 ",U.K,전문
CATHEJELL GEL(LIDOCAINE HYDROCHLORIDE HYDRATE),카티젤겔,12.5G/25TUBE/BOX,"  100,931 ",AUSTRIA,전문
CATHEJELL GEL(LIDOCAINE HYDROCHLORIDE HYDRATE),카티젤겔,8.5G/25TUBE/BOX,"  63,511 ",AUSTRIA,전문
CAVERJECT INJ. 10MCG,카버젝트주사10마이크로그램,1VIAL/PACK,"  22,445 ",BELGIUM,전문
CAVERJECT INJ. 20MCG,카버젝트주사20마이크로그램,1VIAL/PACK,"  181,449 ",BELGIUM,전문
CD.JEVAX (LIVE ATTENUATED JAPANESE ENCEPHALITIS VACCINE),씨디.제박스,0.5ML/10VIAL/BOX,"  1,928,410 ",CHINA,전문
CELEBREX 100MG CAPSULES,쎄레브렉스캡슐100밀리그램,100CAP/BOTTLE,"  312,682 ",USA,전문
CELEBREX 100MG CAPSULES,쎄레브렉스캡슐100밀리그램,10CAP/3PTP/BOX,"  730,329 ",USA,전문
CELEBREX 200MG CAPSULES,쎄레브렉스캡슐200밀리그램,100CAP/BOTTLE,"  4,609,003 ",USA,전문
CELEBREX 200MG CAPSULES,쎄레브렉스캡슐200밀리그램,10CAP/3PTP/BOX,"  1,509,176 ",USA,전문
CELEBREX CAPSULES 400MG,쎄레브렉스캡슐400밀리그램,10CAP/3PTP/BOX,"  56,624 ",USA,전문
CELGENE THALIDOMIDE CAPSULES 50MG,세엘진탈리도마이드캡슐50밀리그램,14CAP/2PTP/PACK,"  1,214,015 ",U.K,전문
CELLCEPT CAPSULES 250MG,셀셉트캡슐250밀리그램,10CAP/10PTP/PACK,"  5,293,889 ",U.K,전문
CELLCEPT SUSPENSION POWDER 1G/5ML(MYCOPHEN OLATE MOFETIL ),셀셉트현탁용분말1g/5ml,174.9ML/1BOTTLE/PACK,"  60,973 ",SWITZERLAND,전문
CELSENTRI TABLETS 150MG,셀센트리정150mg,10TAB/6PTP/PACK,"  8,294 ",U.K,전문
CERDELGA 84MG,세레델가캡슐84밀리그램,14CAP/4PTP/BOX,"  817,424 ",NETHERLANDS,전문
CEREBROLYSIN INJ.,세레브로리진주,10ML/5AMP/BOX,"  4,514,893 ",AUSTRIA,전문
CEREZYME INJ 400UNIT,젠자임세레자임주400단위,424UNIT/VIAL,"  5,046,036 ",USA,전문
CERNEVIT(SERNEVIT) INJ,세느비트주사,3500IU/10VIAL/PACK,"  627,557 ",BELGIUM,전문
CERTICAN TABLET 0.25MG,써티칸정0.25밀리그램,10TAB/6PTP/PACK,"  162,142 ",SWEDEN,전문
CERTICAN TABLET 0.5MG,써티칸정0.5밀리그램,10TAB/6PTP/PACK,"  383,418 ",SWEDEN,전문
CERTICAN TABLET 0.75MG,써티칸정0.75밀리그램,10TAB/6PTP/PACK,"  313,482 ",SWEDEN,전문
CERTICAN TABLET 1.0MG,써티칸정1.0밀리그램,10TAB/6PTP/PACK,"  811,554 ",SWEDEN,전문
CERVARIX PREFILLED SYRINGE (HUMAN PAPILLOMA VIRUS),서바릭스프리필드시린지,0.5ML/1PFS/PACK,"  167,766 ",BELGIUM,전문
CETRAXAL PLUS SOLUTION,세트락살플러스점이액,10ML/BOTTLE,"  402,033 ",SPAIN,전문
CETROTIDE INJECTION 0.25MG,세트로타이드주0.25밀리그램,55.065MG/7VIAL/BOX,"  1,613,377 ",U.K,전문
CHAMPIX TABS 0.5MG,챔픽스정0.5밀리그램,11TAB/1PTP/CARTON,"  3,644,020 ",GERMANY,전문
CHAMPIX TABS 1MG,챔픽스정1밀리그램,14TAB/2PTP/PACK,"  29,536,308 ",USA,전문
CHANLLERGEN (INITIATION TREATMENT),챈러간설하액(개시요법),2ML/VIAL(NO.1),"  1,290 ",CHINA,전문
CHANLLERGEN (INITIATION TREATMENT),챈러간설하액(개시요법),2ML/VIAL(NO.2),"  1,590 ",CHINA,전문
CHANLLERGEN (INITIATION TREATMENT),챈러간설하액(개시요법),2ML/VIAL(NO.3),"  2,040 ",CHINA,전문
CHANLLERGEN (MAINTENANCE TREATMENT),챈러간설하액(유지요법),2ML/VIAL(NO.4),"  3,630 ",CHINA,전문
CHANLLERGEN (MAINTENANCE TREATMENT),챈러간설하액(유지요법),2ML/VIAL(NO.5),  - ,CHINA,전문
CHIROCAINE INJ. 25MG,카이로케인주25mg,10ML/10AMP/PACK,"  50,704 ",ITALY,전문
CHIROCAINE INJ. 50MG,카이로케인주50mg,10ML/10AMP/PACK,"  111,720 ",ITALY,전문
CHIROCAINE INJ. 75MG,카이로케인주75mg,10ML/10AMP/PACK,"  14,019 ",ITALY,전문
CHOLIB TAB 145MG/20MG,콜립정145/20밀리그램,10TAB/3PTP/BOX,"  1,485,000 ",U.K,전문
CHOLIB TAB 145MG/40MG,콜립정145/40밀리그램,10TAB/3PTP/BOX,"  110,713 ",U.K,전문
CHORIOMON(HCG) 5000IU,코리오몬주,1VIAL+1AMP/BOX,"  71,393 ",SWITZERLAND,전문
CIALIS TAB 10MG,시알리스정10밀리그램,4TAB/1PTP/PACK,"  429,740 ",NETHERLANDS,전문
CIALIS TAB 20MG,시알리스정20밀리그램,2TAB/2PTP/PACK,"  1,149,313 ",NETHERLANDS,전문
CIALIS TAB 5MG,시알리스정5밀리그램,14TAB/1PTP/PACK,"  313,717 ",NETHERLANDS,전문
CIALIS TAB 5MG,시알리스정5밀리그램,14TAB/2PTP/PACK,"  1,063,711 ",NETHERLANDS,전문
CIDEX OPA SOLUTION,싸이덱스오피에이액,3.697L/4BOTTLE/BOX,"  2,528,936 ",SWITZERLAND,전문
CIDEX OPA SOLUTION,싸이덱스오피에이액,3.697L/BOTTLE,"  203,820 ",SWITZERLAND,전문
CILODEX OTIC SUSPENSION,실로덱스점이현탁액,7.5ML/1BOTTLE/PACK,"  337,503 ",USA,전문
CIPROBAY 750MG TAB.,씨프로바이정750밀리그램,14TAB/1PTP/PACK,"  30,386 ",GERMANY,전문
CIPROBAY INJ.,씨프로바이주사,100ML/BOTTLE/PACK,"  277,010 ",GERMANY,전문
CIPROBAY INJ.,씨프로바이주사,200ML/1BOTTLE/PACK,"  708,891 ",GERMANY,전문
CIPROBAY,한국알콘시프로바이점이현탁액,10ML/1VIAL/PACK,"  350,370 ",SPAIN,전문
CIPROURO 1000MG TABLET,씨프로유로서방정1000밀리그램,7TAB/2PTP/PACK,"  86,071 ",GERMANY,전문
CIPROURO 500MG TABLET,씨프로유로서방정500밀리그램,3TAB/7PTP/PACK,"  257,844 ",GERMANY,전문
CIRCADIN SR TAB. 2MG,서카딘서방정2mg,15TAB/2PTP/CASE,"  1,976,980 ",SWITZERLAND,전문
CLARITHROMYCIN FOR SYRUP 125MG/5ML,클래리건조시럽125mg/5mL,100ML/BOTTLE,"  1,873,930 ",ITALY,전문
CLEANCART A,크린카트에이,13G/33CARTRIDGE/BOX,"  65,447 ",SWEDEN,전문
CLEANCART C,크린카트씨,32G/33CARTRIDGE/BOX,"  175,323 ",SWEDEN,전문
CLEOCIN VAGINAL CREAM 2%,크레오신질크림2%,40G/TUBE,"  133,643 ",USA,전문
CLEXANE INJ.,크렉산주,0.2ML/2PFS/PACK,"  65,566 ",FRANCE,전문
CLEXANE INJ.,크렉산주,0.4ML/2PFS/PACK,"  1,052,763 ",FRANCE,전문
CLEXANE INJ.,크렉산주,0.6ML/2PFS/PACK,"  708,041 ",FRANCE,전문
CLEXANE INJ.,크렉산주,0.8ML/2PFS/PACK,"  86,148 ",FRANCE,전문
CLIANE TAB.,크리안정,28TAB/1PTP/PACK,"  657,931 ",U.K,전문
CLIMEN 28TAB.,크리멘28정,28TAB/1PTP/PACK,"  1,330,436 ",AUSTRIA,전문
CLINIMIX 85 INJECTION,클리니믹스85주사,1000ML/8BAG/BOX,"  54,238 ",U.K,전문
CLINIMIX N9G15E INJECTION,클리니믹스엔9지15이주사,1000ML/8BAG/BOX,"  136,129 ",U.K,전문
CLINIMIX N9G15E INJECTION,클리니믹스엔9지15이주사,1500ML/5BAG/BOX,"  79,027 ",U.K,전문
CLINOLEIC 20% INJ.(PLASTICBAG),클리노레익20%주사,100ML/24BAG/BOX,"  15,159 ",BELGIUM,전문
CLINOLEIC 20% INJ.(PLASTICBAG),클리노레익20%주사,250ML/20BAG/BOX,"  198,036 ",BELGIUM,전문
CLINOLEIC 20% INJ.(PLASTICBAG),클리노레익20%주사,500ML/10BAG/BOX,"  659,886 ",BELGIUM,전문
CLOBEX SOLUTION 0.05%,클로벡스액0.05%,125ML/BOTTLE,"  430,377 ",FRANCE,전문
CLOZARIL TAB 100MG,클로자릴정100밀리그램,10TAB/5PTP/PACK,"  1,784,382 ",SWITZERLAND,전문
CLOZARIL TAB 25MG,클로자릴정25밀리그램,10TAB/5PTP/PACK,"  221,316 ",SWITZERLAND,전문
CODIOVAN TAB 160/12.5MG,코디오반정160/12.5밀리그램,14TAB/7PTP/PACK,"  1,474,325 ",SWITZERLAND,전문
CODIOVAN TAB 80/12.5MG,코디오반정80/12.5밀리그램,14TAB/7PTP/PACK,"  2,206,392 ",SWITZERLAND,전문
COMBIGAN OPHTHALMIC SOLUTION,콤비간점안액,5ML/BOTTLE,"  3,077,350 ",IRELAND,전문
COMBIVIR TAB,컴비비어정,10TAB/6PTP/PACK,"  537,940 ",AUSTRALIA,전문
COMPREHENSIVE SKIN TEST CABINET,캄프리헨시브스킨테스트캐비넷,2ML/53VIAL/SET,"  29,506 ",U.K,전문
COMTAN TABLET 200MG,콤탄정200밀리그램,30TAB/BOTTLE/PACK,"  642,499 ",SWITZERLAND,전문
CONCOR 2.5MG TAB.,콩코르정2.5밀리그램,10TAB/3PTP/PACK,"  4,198,611 ",GERMANY,전문
CONCOR 5MG TAB.,콩코르정5밀리그램,10TAB/10PTP/PACK,"  3,451,068 ",GERMANY,전문
COPAXONE PFS INJ 40MG/1ML,코팍손프리필드주40mg/1ml,1ML/12PFS/BOX,"  136,180 ",ISRAEL,전문
CORDARONE INJ.,코다론주사,3ML/6AMP/BOX,"  494,540 ",FRANCE,전문
CORTIMENT PROLONGED-RELEASE TABLET,코티먼트서방정9밀리그램,10TAB/3PTP/PACK,  360 ,NETHERLANDS,전문
COSALLINE TAB.,코살린정,10TAB/2PTP/BOX,"  135,431 ",SWITZERLAND,전문
COSENTYX PFS,코센틱스프리필드시린지,1ML/1PFS/PACK,"  3,111,633 ",U.K,전문
COSENTYX SENSOREADY PEN,코센틱스센소레디펜,1ML/1PFS/CARTON,"  854,309 ",U.K,전문
COSOPT OPHTHALMIC SOLUTION,코솝점안액,5ML/BOTTLE,"  6,353,625 ",FRANCE,전문
COSOPT-S OPHTHALMIC SOLUTION,코솝에스점안액,0.2ML/60TUBE/BOX,"  4,438,667 ",FRANCE,전문
COTAREG TAB 80/12.5MG,코타렉정80/12.5밀리그램,14TAB/7PTP/PACK,"  313,668 ",SWITZERLAND,전문
COZAAR PLUS F TAB.,코자플러스에프정,100TAB/1BOTTLE/PACK,"  387,588 ",AUSTRALIA,전문
COZAAR PLUS F TAB.,코자플러스에프정,10TAB/3PTP/PACK,"  514,584 ",AUSTRALIA,전문
COZAAR PLUS PRO TAB.,코자플러스프로정,100TAB/1BOTTLE/PACK,"  501,942 ",U.K,전문
COZAAR PLUS PRO TAB.,코자플러스프로정,10TAB/3PTP/PACK,"  621,492 ",U.K,전문
COZAAR PLUS TAB.,코자플러스정,10TAB/3PTP/PACK,"  3,141,387 ",AUSTRALIA,전문
COZAAR PLUS TAB.,코자플러스정,300TAB/BOTTLE/PACK,"  2,059,844 ",AUSTRALIA,전문
COZAAR TAB 100MG.,코자정100밀리그램,300TAB/BOTTLE/PACK,"  1,209,255 ",AUSTRALIA,전문
COZAAR TAB 100MG.,코자정100밀리그램,3TAB/10PTP/PACK,"  1,343,967 ",AUSTRALIA,전문
COZAAR TAB.,코자정,10TAB/3PTP/PACK,"  4,822,008 ",AUSTRALIA,전문
COZAAR TAB.,코자정,300TAB/BOTTLE/PACK,"  4,832,675 ",AUSTRALIA,전문
CRAVIT OPHTHALMIC SOLUTION 1.5%,크라비트점안액1.5%,5ML/BOTTLE,"  512,604 ",JAPAN,전문
CRAVIT OPHTHALMIC SOLUTION,크라비트점안액,5ML/BOTTLE,"  1,216,112 ",JAPAN,전문
CRESTOR TABLET 10MG,크레스토정10밀리그램,30TAB/BOTTLE,"  15,624,453 ",CANADA,전문
CRESTOR TABLET 20MG,크레스토정20밀리그램,30TAB/BOTTLE,"  6,533,436 ",CANADA,전문
CRESTOR TABLET 5MG,크레스토정5밀리그램,14TAB/2PTP/PACK,"  684,414 ",CANADA,전문
CRESTOR TABLET 5MG,크레스토정5밀리그램,30TAB/BOTTLE,"  4,145,472 ",CANADA,전문
CRH FERRING,씨알에이치페링,1AMP/BOX,"  4,596 ",GERMANY,전문
CRINONE GEL 8% (PROGESTERONE),크리논겔8%,1.125G/15TUBE/BOX,"  2,223,571 ",U.K,전문
CUROSURF INJECTION,큐로서프주,1.5ML/VIAL,"  2,278,822 ",ITALY,전문
CUSTODIOL SOLUTION,쿠스토디올액,1000ML/6BOTTLE/BOX,"  614,292 ",GERMANY,전문
CUSTODIOL SOLUTION,쿠스토디올액,5000ML/2BOTTLE/BOX,"  326,500 ",GERMANY,전문
CUTANPLAST SPONGE - ANAL,큐탄플라스트스폰지-애널,20매/BOX(80XD30MM),"  101,689 ",ITALY,전문
CUTANPLAST SPONGE - DENTAL,큐탄플라스트스폰지-덴탈,24매/BOX(10X10X10MM),"  45,206 ",ITALY,전문
CUTANPLAST SPONGE - FILM,큐탄플라스트스폰지-필름,20매/BOX(200X70X0.5MM),"  6,224 ",ITALY,전문
CUTANPLAST SPONGE - SPECIAL,큐탄플라스트스폰지-스페셜,20매/BOX(70X50X1MM),"  26,754 ",ITALY,전문
CUTANPLAST SPONGE - STANDARD,큐탄플라스트스폰지-스탠다드,20매/BOX(70X50X10MM),"  184,356 ",ITALY,전문
CUTIVATE CREAM,큐티베이트크림,15G/1TUBE/PACK,"  57,914 ",U.K,전문
CYCLOGEST PROGESTERONE PESSAY 200MG,사이클로제스트프로게스테론질좌제200밀리그램,1850MG/15PRESSARY/CARTON,"  218,074 ",U.K,전문
CYCLOGYL 1% STERILE OPHTHALMIC SOLUTION,싸이크로질1%점안액,15ML/1BOTTLE/PACK,"  124,170 ",BELGIUM,전문
CYMBALTA CAP 30MG,심발타캡슐30밀리그램,14CAP/2PTP/PACK,"  2,124,715 ",NETHERLANDS,전문
CYMBALTA CAP 60MG,심발타캡슐60밀리그램,14TAB/2PTP/PACK,"  1,689,633 ",NETHERLANDS,전문
CYMEVENE-IV,싸이메빈정주,10ML/1VIAL/PACK,"  1,640,654 ",SWITZERLAND,전문
CYRAMZA INJ 10MG/ML,사이람자주10밀리그램/밀리리터,10ML/1VIAL/CARTON,"  514,787 ",USA,전문
CYRAMZA INJ 10MG/ML,사이람자주10밀리그램/밀리리터,50ML/1VIAL/CARTON,"  2,947,723 ",USA,전문
CYTOSAR-U INJ 100MG,싸이토사유주100밀리그램,1VIAL/BOX,"  27,087 ",ITALY,전문
CYTOSAR-U INJ. 1G,싸이토사유주사1그램,1VIAL/BOX,"  54,956 ",ITALY,전문
CYTOTEC 200MCG TABLETS,싸이토텍정200마이크로그램,120TAB/BOTTLE,"  113,266 ",USA,전문
"D3BASE ORAL DROPS 10,000IU/ML",디3베이스경구드롭스10000IU/mL,10ML/BOTTLE,"  72,421 ",ITALY,전문
"D3BASE ORAL SOLUTION 25,000IU/2.5ML",디3베이스경구솔루션25000IU/2.5mL,2.5ML/BOTTLE,"  36,475 ",ITALY,전문
DACOGEN INJ,다코젠주,50MG/1VIAL/PACK,"  7,047,399 ",BELGIUM,전문
DAIVOBET OINTMENT,다이보베트연고,30G/TUBE,"  27,813 ",DENMARK,전문
DAIVOBET OINTMENT,다이보베트연고,60G/TUBE,"  1,564,824 ",DENMARK,전문
DAIVONEX OINTMENT,다이보넥스연고,30G/TUBE,"  256,715 ",DENMARK,전문
DAKLINZA TAB 60MG,다클린자정60밀리그램,14TAB/2PTP/PACK,"  3,310,136 ",U.K,전문
DANTROLEN 20MG INJ,단트롤렌주20밀리그램,20MG/36VIAL/BOX,"  58,863 ",NETHERLANDS,전문
DAXAS TAB 500MCG,닥사스정500마이크로그램,10TAB/3PTP/BOX,"  559,265 ",GERMANY,전문
DBL PFIZER CARBOPLATIN INJ 10MG/ML,화이자카보플라틴주10mg/ml,15ML/VIAL,"  11,121 ",AUSTRALIA,전문
DBL PFIZER CARBOPLATIN INJ 10MG/ML,화이자카보플라틴주10mg/mL,45ML/VIAL,"  131,709 ",AUSTRALIA,전문
DBL PFIZER CARBOPLATIN INJ 10MG/ML,화이자카보플라틴주10mg/mL,5ML/VIAL,"  2,874 ",AUSTRALIA,전문
DBL PFIZER CARBOPLATIN INJ 10MG/ML,화이자카보플라틴주10mg/mL,60ML/VIAL,"  112,163 ",AUSTRALIA,전문
DECAPEPTYL DEPOT,데카펩틸-데포,1SET/BOX,"  5,582,488 ",SWITZERLAND,전문
DECAPEPTYL INJECTION 0.1MG,데카펩틸주0.1밀리그램,1ML/7PFS/BOX,"  78,857 ",SWITZERLAND,전문
DEFINITY INJ,데피니티주,1.5ML/4VIAL/BOX,"  50,000 ",USA,전문
DEFITELIO INJ. 200MG,데피텔리오주200밀리그램,2.5MG/10VIAL/BOX,"  3,174,703 ",ITALY,전문
DELTYBA 50MG TABLETS(DELAMANID),델티바정50밀리그램,10TAB/6PTP/CARTON,"  1,357,740 ",JAPAN,전문
DEPAKINE INTRAVENOUS INJ,데파킨정맥주사,400MG/1VIAL/PACK,"  187,196 ",FRANCE,전문
DEPAKOTE ER TAB 250MG,데파코트서방정250mg,100TAB/BOTTLE,"  509,118 ",USA,전문
DEPAKOTE ER TAB 250MG,데파코트서방정250mg,30TAB/BOTTLE,"  34,460 ",USA,전문
DEPAKOTE ER TAB 500MG,데파코트서방정500mg,100TAB/BOTTLE,"  1,667,343 ",USA,전문
DEPAKOTE ER TAB 500MG,데파코트서방정500mg,30TAB/BOTTLE,"  97,178 ",USA,전문
DEPAKOTE SPRINKLE CAPSULE,데파코트스프링클캅셀,100CAP/1BOTTLE/BOX,"  195,029 ",USA,전문
DEPAKOTE SPRINKLE CAPSULE,데파코트스프링클캅셀,30CAP/BOTTLE/BOX,"  12,167 ",USA,전문
DEPAKOTE TAB 250MG,데파코트정250밀리그램,100TAB/1BOTTLE/BOX,"  162,583 ",USA,전문
DEPAKOTE TAB 250MG,데파코트정250밀리그램,30TAB/BOTTLE,"  12,262 ",USA,전문
DEPOCYTE INJ 50MG/5ML,데포사이트주사50밀리그램/5밀리리터,5ML/VIAL,"  81,974 ",USA,전문
DERMOVATE OINTMENT,더모베이트연고,10G/1TUBE/PACK,"  207,692 ",U.K,전문
DERMOVATE SOLUTION,더모베이트액,25ML/1BOTTLE/PACK,"  101,648 ",GERMANY,전문
DERMOVATE SOLUTION,더모베이트액,50ML/1BOTTLE/PACK,"  606,089 ",GERMANY,전문
DESCOVY TAB 10MG,데스코비정200/10mg,30TAB/BOTTLE,"  435,805 ",U.K,전문
DESCOVY TAB 25MG,데스코비정200/25mg,30TAB/BOTTLE,"  653,205 ",U.K,전문
DESOWEN CREAM 0.05%,데스오웬크림0.05%,60G/TUBE,"  239,355 ",ARGENTINA,전문
DESOWEN LOTION 0.05%,데스오웬로션0.05%,120ML/BOTTLE,"  1,830,080 ",ARGENTINA,전문
DETRUSITOL SR CAP 2MG,디트루시톨SR캡슐2밀리그램,30CAP/BOTTLE,"  477,201 ",SWEDEN,전문
DETRUSITOL SR CAP. 4MG,디트루시톨SR캡슐4밀리그램,30TAB/BOTTLE,"  568,391 ",USA,전문
DEXAGEL OPHTHALMIC GEL,덱사겔점안겔,5G/1TUBE/PACK,"  12,300 ",GERMANY,전문
DEXILANT DR CAP 30MG,덱실란트디알캡슐30밀리그램,7TAB/4PTP/PACK,"  2,666,541 ",USA,전문
